Vote Republican,Vote Democrat
0.714368023046453,0.2701836514223982
0.7617137282433283,0.22409029987509
0.5345122646891044,0.4578817265639855
0.7842626367899947,0.2069828035435122
0.8957155284906481,0.0956937799043062
0.2484283546499024,0.7470192933015392
0.5752529510961214,0.4178962900505902
0.6884843967597042,0.2984524253182433
0.5726903951845067,0.4164485736718136
0.8603365580034144,0.1320217868465978
0.8329880890730191,0.1591403417918177
0.5755627009646302,0.4189442658092175
0.5575942139322421,0.4381423677198325
0.8082251082251082,0.1828282828282828
0.8971910889719109,0.0933997509339975
0.7586531986531987,0.2278787878787878
0.688625116545937,0.2991823854263788
0.5343890700201832,0.4604875019406924
0.6627121737543348,0.3277970432560686
0.8368330464716007,0.1561101549053356
0.7350763185733716,0.2569140093698051
0.8812214761893383,0.1069986380253757
0.724642820954504,0.2619313000303982
0.3092252575011195,0.6846171070309002
0.8436776127537812,0.1458304946177953
0.7351693882524982,0.2526687789422374
0.6831552482715273,0.3091137649277184
0.7443848474689909,0.2423524974857526
0.8327629477526808,0.1591375770020534
0.8249324216886628,0.1658451264111941
0.8647269828616979,0.1271422877640494
0.1832460732984293,0.8134031413612566
0.4040506329113924,0.590253164556962
0.7105829210582921,0.2802753280275328
0.7064301648149351,0.2797522361553288
0.8322051108478592,0.157260111694026
0.426097444207115,0.5575851317178562
0.858334491867093,0.1359655220353121
0.7154198335551095,0.2687250501815557
0.7686357681991142,0.2221944981598153
0.590924995451301,0.38992848045459
0.7035645374225652,0.2776886361328323
0.2686174103877103,0.7274323335771763
0.1766594061676029,0.8148572738736674
0.5277074658438031,0.4481560017867503
0.4901834862385321,0.50348623853211
0.8839718983124502,0.105960744549866
0.8369940738872778,0.1498676081200353
0.5527450809110961,0.4338953069380445
0.5762092238470191,0.4176040494938133
0.3360029857069367,0.6508941990538537
0.7383194966680318,0.2463422806299095
0.2560229445506692,0.7380497131931166
0.5786098469176665,0.4160115846090194
0.5810273824145654,0.4071960118488548
0.7897942234935867,0.2032850419857894
0.462468939003235,0.5264194289465047
0.8137980693503747,0.1742535046466101
0.6933449325793823,0.289412788168769
0.2540136703226832,0.7388332538547131
0.623475310545944,0.3683930123657572
0.7128293077985803,0.2791196226954409
0.566883289712993,0.4188107172958346
0.8341995508501765,0.1550850176451716
0.7395223073456512,0.254393871113114
0.3105200745383703,0.6857530069456209
0.903491669620702,0.086316908897554
0.6031375599636977,0.3456502009594192
0.4331116038433111,0.5264843557526484
0.317860477524343,0.6510604241696679
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.4513698804437839,0.5077316602939118
0.1084385306493802,0.2207532506918381
0.1960943273441205,0.1308802929530238
0.1230665647632565,0.2033427957928449
0.2214469910587328,0.1077651652085894
0.2389463154384795,0.089674335889741
0.2200814111261872,0.1069199457259158
0.229239295610977,0.0999374273710557
0.1604764142793409,0.1677468622429901
0.2501082788754283,0.0790786104635609
0.178086425715224,0.1505656756878577
0.1330766062576584,0.1953514976706886
0.1929586500445107,0.1353451476063302
0.1055771459739551,0.2239380923160837
0.2130204369470957,0.1154439642231237
0.1742676836336057,0.1536421440257962
0.1710108073744437,0.0722345835982199
0.1749936916477416,0.0670262427453949
0.1884609891940781,0.0551601847003379
0.1542068350123424,0.0880833444525985
0.1994273694051653,0.0447586771064625
0.1597564313081554,0.0830596606458675
0.187442713107241,0.0548808432630614
0.1573281342714249,0.0852547257777401
0.1067511576894955,0.1377041189373629
0.1374627754615842,0.1023823704586063
0.1970866293652325,0.0464016978583831
0.2036277602523659,0.0391955835962145
0.1990972222222222,0.0452083333333333
0.1595868152274837,0.081650417827298
0.1639032815198618,0.0752734599884858
0.165913635065306,0.0773869803432785
0.1930907807895064,0.0514611265617865
0.1120089203885867,0.1300482678560518
0.1781186977816191,0.0638144626908671
0.1484522461306153,0.0908833522083805
0.11533381364073,0.1210374639769452
0.1573899826288361,0.0877967573827446
0.1581033659146027,0.0842718821194973
0.1990812175620704,0.0455884415766587
0.1934459855440515,0.0505469818323891
0.1644211407497907,0.0794418425756238
0.2071341463414634,0.0386585365853658
0.1967391304347825,0.0474844720496894
0.1631863317757009,0.0780519859813084
